ID,Policy_Start_Date,Policy_End_Date,Gender,Age,First_Transaction_Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target,Policy_Start_Year,Policy_Start_Month,Policy_Start_Day,Policy_End_Year,Policy_End_Month,Policy_End_Day,First_Transaction_Year,First_Transaction_Month,First_Transaction_Day
ID_LSCRSPQ,2010-01-21,2011-01-05,,20,2010-01-21,3,JEEP,Green,ACURA,Victoria Island,Lagos,Customized Motor,0,2010,1,21,2011,1,5,2010,2010,2010
ID_ACU9PWQ,2010-01-21,2011-01-05,,20,2010-01-21,3,Saloon,Green,TOYOTA,Victoria Island,Lagos,Customized Motor,0,2010,1,21,2011,1,5,2010,2010,2010
ID_K5PNF3G,2010-01-21,2011-01-05,,20,2010-01-21,3,JEEP,Black,Range Rover,Victoria Island,Lagos,Customized Motor,0,2010,1,21,2011,1,5,2010,2010,2010
ID_E6KT0E0,2010-01-21,2011-01-20,Male,43,2010-01-21,2,JEEP,Black,TOYOTA,Ikeja,Lagos,Car Plus,0,2010,1,21,2011,1,20,2010,2010,2010
ID_VXVQPS2,2010-01-21,2011-01-20,Male,31,2010-01-21,2,Saloon,Black,TOYOTA,Benin,Edo,Car Classic,1,2010,1,21,2011,1,20,2010,2010,2010
ID_WVVA3RL,2010-01-21,2011-01-20,Male,43,2010-01-21,1,Saloon,Green,Honda,Kosofe,Benue,Car Classic,1,2010,1,21,2011,1,20,2010,2010,2010
ID_GD62ASV,2010-01-21,2011-01-20,Female,77,2010-01-21,2,Saloon,Green,Hyundai,Ilorin East,Ilorin-East,CarSafe,0,2010,1,21,2011,1,20,2010,2010,2010
ID_MQGQNFF,2010-01-21,2011-01-05,,20,2010-01-21,3,JEEP,Grey,Mercedes,Victoria Island,Lagos,Customized Motor,0,2010,1,21,2011,1,5,2010,2010,2010
ID_NLYAFIJ,2010-01-21,2011-01-20,Male,40,2010-01-21,1,Saloon,Grey,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,1,21,2011,1,20,2010,2010,2010
ID_0EARV5X,2010-01-21,2011-01-20,Male,43,2010-01-21,1,Saloon,Green,Honda,Kosofe,Benue,Car Classic,0,2010,1,21,2011,1,20,2010,2010,2010
ID_PDFDYUB,2010-01-21,2011-01-20,Male,35,2010-01-21,1,Saloon,Green,TOYOTA,Kosofe,Benue,CarSafe,0,2010,1,21,2011,1,20,2010,2010,2010
ID_1CDI8QM,2010-01-21,2011-01-20,Male,65,2010-01-21,4,Saloon,Green,Peugeot,Kaduna North,Kaduna-North,Car Classic,0,2010,1,21,2011,1,20,2010,2010,2010
ID_E0STV5M,2010-01-21,2011-01-20,Male,43,2010-01-21,1,Saloon,Black,Honda,Kosofe,Benue,Car Classic,1,2010,1,21,2011,1,20,2010,2010,2010
ID_4V66R12,2010-01-21,2011-01-05,,20,2010-01-21,3,JEEP,Black,Land Rover,Victoria Island,Lagos,Customized Motor,0,2010,1,21,2011,1,5,2010,2010,2010
ID_67TD56Z,2010-01-21,2011-01-20,Male,35,2010-01-21,1,Saloon,Black,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,1,21,2011,1,20,2010,2010,2010
ID_6YLGWIY,2010-01-21,2011-01-20,Male,45,2010-01-21,1,Saloon,Black,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,1,21,2011,1,20,2010,2010,2010
ID_LBJZZOA,2010-01-21,2011-01-05,,20,2010-01-21,3,JEEP,Black,Honda,Victoria Island,Lagos,Customized Motor,0,2010,1,21,2011,1,5,2010,2010,2010
ID_F60AXS0,2010-01-21,2011-01-20,Male,45,2010-01-21,1,Saloon,Silver,TOYOTA,Agege,Lagos,Car Classic,0,2010,1,21,2011,1,20,2010,2010,2010
ID_4BC5CCI,2010-01-21,2011-01-05,,20,2010-01-21,3,JEEP,Silver,Lexus,Victoria Island,Lagos,Customized Motor,0,2010,1,21,2011,1,5,2010,2010,2010
ID_UHCZ8XT,2010-01-21,2011-01-20,Female,31,2010-01-21,1,JEEP,Blue,TOYOTA,Victoria Island,Lagos,Car Plus,0,2010,1,21,2011,1,20,2010,2010,2010
ID_3LP42GM,2010-01-21,2011-01-20,Male,43,2010-01-21,2,JEEP,White,TOYOTA,Ikeja,Lagos,Car Plus,0,2010,1,21,2011,1,20,2010,2010,2010
ID_CF95F72,2010-01-21,2011-01-20,Female,31,2010-01-21,1,JEEP,Blue,TOYOTA,Victoria Island,Lagos,Car Plus,1,2010,1,21,2011,1,20,2010,2010,2010
ID_UZP8QVM,2010-01-22,2011-01-21,Female,27,2010-01-22,1,Saloon,Silver,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_Q6MQST6,2010-01-22,2011-01-21,Male,38,2010-01-22,1,Saloon,Silver,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,1,22,2011,1,21,2010,2010,2010
ID_3YW7I4D,2010-01-22,2011-01-21,Male,89,2010-01-22,1,Saloon,Blue,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_F2Q5GIJ,2010-01-22,2011-01-21,Male,35,2010-01-22,1,Saloon,Blue,TOYOTA,Lagos Mainland,Lagos,CarSafe,0,2010,1,22,2011,1,21,2010,2010,2010
ID_30TJR1G,2010-01-22,2011-01-21,Male,36,2010-01-22,2,Saloon,Blue,Mercedes,Uyo,Akwa-Ibom,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_02T5M8A,2010-01-22,2011-01-21,Female,40,2010-01-22,1,Saloon,Grey,Mercedes,Lagos Mainland,Lagos,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_T5IP2H9,2010-01-22,2011-01-21,Female,31,2010-01-22,1,JEEP,Grey,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_QWAE4NL,2010-01-22,2011-01-18,Female,33,2010-01-22,1,Truck,Blue,Iveco,Victoria Island,Lagos,CVTP,1,2010,1,22,2011,1,18,2010,2010,2010
ID_6PM0MIH,2010-01-22,2011-01-21,Female,40,2010-01-22,1,JEEP,Grey,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_9R5OTTO,2010-01-22,2011-01-21,Male,41,2010-01-22,1,JEEP,Grey,Land Rover,Calabar,Cross-River,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_QI3BOLE,2010-01-22,2010-12-31,Female,52,2010-01-22,2,JEEP,Grey,Range Rover,Lagos Island,Lagos,Car Classic,0,2010,1,22,2010,12,31,2010,2010,2010
ID_G4SZH1S,2010-01-22,2011-01-07,Male,33,2010-01-22,1,Saloon,Grey,TOYOTA,Lagos Island,Lagos,Car Classic,1,2010,1,22,2011,1,7,2010,2010,2010
ID_ZTLFUNH,2010-01-22,2011-01-21,Male,45,2010-01-22,1,Saloon,Grey,TOYOTA,Ikeja,Lagos,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_9TYLKQT,2010-01-22,2011-01-21,Male,43,2010-01-22,2,Saloon,Grey,TOYOTA,Ikeja,Lagos,CarSafe,0,2010,1,22,2011,1,21,2010,2010,2010
ID_A0YEBWA,2010-01-22,2011-01-21,Male,44,2010-01-22,3,JEEP,Grey,TOYOTA,Asaba,Delta,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_GI6HGYU,2010-01-22,2011-01-21,Male,2,2010-01-22,1,Saloon,Grey,TOYOTA,Asaba,Delta,CarSafe,0,2010,1,22,2011,1,21,2010,2010,2010
ID_C52PAJW,2010-01-22,2011-01-21,Female,35,2010-01-22,1,Saloon,Grey,TOYOTA,Asaba,Delta,CarSafe,0,2010,1,22,2011,1,21,2010,2010,2010
ID_C59OKEM,2010-01-22,2011-01-21,Female,45,2010-01-22,2,JEEP,Grey,TOYOTA,Asaba,Delta,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_W6RY69E,2010-01-22,2011-01-21,Female,31,2010-01-22,1,Saloon,Grey,TOYOTA,Asaba,Delta,CarSafe,0,2010,1,22,2011,1,21,2010,2010,2010
ID_CNDBJ7U,2010-01-22,2011-01-21,Male,44,2010-01-22,3,JEEP,Grey,TOYOTA,Asaba,Delta,Car Classic,1,2010,1,22,2011,1,21,2010,2010,2010
ID_A8G8HAA,2010-01-22,2011-01-21,Male,34,2010-01-22,1,JEEP,Grey,TOYOTA,Asaba,Delta,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_MTNGLNU,2010-01-22,2011-01-21,Male,36,2010-01-22,1,Saloon,Grey,Honda,Asaba,Delta,CarSafe,0,2010,1,22,2011,1,21,2010,2010,2010
ID_P9GQH0O,2010-01-22,2011-01-21,Female,40,2010-01-22,1,JEEP,Black,Jeep,Lagos Mainland,Lagos,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_X5O0NXN,2010-01-22,2011-01-21,Male,33,2010-01-22,1,Saloon,Black,TOYOTA,Port Harcourt,Rivers,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_B6G2LIJ,2010-01-22,2011-01-21,Male,35,2010-01-22,1,Saloon,Wine,TOYOTA,IBA,Benue,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_H6FN9MZ,2010-01-22,2011-01-21,Male,320,2010-01-22,2,Saloon,Wine,Honda,Lagos Mainland,Lagos,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_RI1Q9AH,2010-01-22,2010-12-31,Female,52,2010-01-22,2,JEEP,Black,Lexus,Lagos Island,Lagos,Car Classic,0,2010,1,22,2010,12,31,2010,2010,2010
ID_MTS3NNA,2010-01-22,2011-01-21,Male,42,2010-01-22,1,JEEP,As Attached,TOYOTA,Anambra East,Anambra-East,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_EIVB0VK,2010-01-22,2011-01-21,Male,41,2010-01-22,1,Saloon,As Attached,TOYOTA,Ikeja,Lagos,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_8M0PZF5,2010-01-22,2011-01-21,Other,44,2010-01-22,2,Saloon,Black,TOYOTA,Lekki,Lagos,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_862RHN4,2010-01-22,2011-01-21,Male,41,2010-01-22,1,Saloon,Black,TOYOTA,OGUDU,Benue,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_I9EMCVD,2010-01-22,2011-01-21,Male,46,2010-01-22,1,Saloon,Black,Ford,OGUDU,Benue,CarSafe,0,2010,1,22,2011,1,21,2010,2010,2010
ID_U739YS5,2010-01-22,2011-01-21,Male,320,2010-01-22,2,Saloon,As Attached,Honda,Lagos Mainland,Lagos,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_JTQRV0W,2010-01-22,2011-01-21,Female,36,2010-01-22,1,Saloon,Silver,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_UDSNQWG,2010-01-22,2011-01-21,Male,41,2010-01-22,1,Saloon,Silver,TOYOTA,Surulere,Lagos,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_RU46G46,2010-01-22,2011-01-21,Female,53,2010-01-22,1,Saloon,Silver,TOYOTA,Surulere,Lagos,CarSafe,0,2010,1,22,2011,1,21,2010,2010,2010
ID_AG8K12Z,2010-01-22,2011-01-21,Male,34,2010-01-22,1,JEEP,Silver,TOYOTA,Asaba,Delta,Car Classic,1,2010,1,22,2011,1,21,2010,2010,2010
ID_5FFERIM,2010-01-22,2011-01-21,Female,57,2010-01-22,2,JEEP,Green,Hyundai,Apapa,Lagos,Car Plus,0,2010,1,22,2011,1,21,2010,2010,2010
ID_DTXVJIU,2010-01-22,2011-01-21,Male,32,2010-01-22,1,JEEP,Green,TOYOTA,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_P6WI9JF,2010-01-22,2011-01-21,Female,51,2010-01-22,2,JEEP,Green,FOTON,Anthony Village,Lagos,CVTP,0,2010,1,22,2011,1,21,2010,2010,2010
ID_HTAS7N6,2010-01-22,2011-01-21,Female,39,2010-01-22,1,JEEP,Silver,Lexus,Anthony Village,Lagos,Car Classic,0,2010,1,22,2011,1,21,2010,2010,2010
ID_O6P0NOC,2010-01-23,2011-01-22,Male,32,2010-01-23,1,JEEP,Silver,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,1,23,2011,1,22,2010,2010,2010
ID_MQCHFXH,2010-01-23,2011-01-22,Male,41,2010-01-23,1,Saloon,Silver,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,1,23,2011,1,22,2010,2010,2010
ID_HHCWLFQ,2010-01-23,2011-01-22,Male,53,2010-01-23,1,JEEP,Wine,TOYOTA,Victoria Island,Lagos,Customized Motor,0,2010,1,23,2011,1,22,2010,2010,2010
ID_VHPVBX1,2010-01-23,2011-01-22,Male,53,2010-01-23,1,JEEP,Black,TOYOTA,Victoria Island,Lagos,Customized Motor,0,2010,1,23,2011,1,22,2010,2010,2010
ID_63R8298,2010-01-23,2011-01-22,Male,35,2010-01-23,1,Saloon,Red,TOYOTA,Surulere,Lagos,Car Classic,1,2010,1,23,2011,1,22,2010,2010,2010
ID_AOCNXXR,2010-01-23,2011-01-22,Male,41,2010-01-23,2,Saloon,Red,Honda,Victoria Island,Lagos,Car Classic,0,2010,1,23,2011,1,22,2010,2010,2010
ID_JKV2XMP,2010-01-23,2011-01-22,Female,46,2010-01-23,2,Saloon,Grey,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,1,23,2011,1,22,2010,2010,2010
ID_ZY5RTXN,2010-01-23,2011-01-22,Male,46,2010-01-23,1,JEEP,Black,Hyundai,Victoria Island,Lagos,Car Classic,1,2010,1,23,2011,1,22,2010,2010,2010
ID_U3IPMM6,2010-01-23,2011-01-22,Male,60,2010-01-23,2,JEEP,Black,Kia,Warri,Delta,Car Classic,0,2010,1,23,2011,1,22,2010,2010,2010
ID_9X8L3JZ,2010-01-23,2011-01-22,Female,60,2010-01-23,1,Saloon,Black,Hyundai,Ikoyi,Lagos,Car Plus,0,2010,1,23,2011,1,22,2010,2010,2010
ID_KPUAFQL,2010-01-23,2011-01-22,Male,41,2010-01-23,1,Station 4 Wheel,Silver,TOYOTA,Ikeja,Lagos,Car Classic,0,2010,1,23,2011,1,22,2010,2010,2010
ID_92VFXVS,2010-01-23,2011-01-22,Male,32,2010-01-23,1,Saloon,Silver,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,1,2010,1,23,2011,1,22,2010,2010,2010
ID_QEC3G5P,2010-01-23,2011-01-22,Male,45,2010-01-23,1,Saloon,Silver,Volvo,Abuja Municipal,Abuja-Municipal,CarSafe,0,2010,1,23,2011,1,22,2010,2010,2010
ID_AWRE5DA,2010-01-23,2011-01-22,Male,35,2010-01-23,1,Saloon,Red,TOYOTA,Surulere,Lagos,Car Classic,1,2010,1,23,2011,1,22,2010,2010,2010
ID_F2YSLT9,2010-01-23,2011-01-22,Male,53,2010-01-23,1,JEEP,Black,TOYOTA,Victoria Island,Lagos,Customized Motor,0,2010,1,23,2011,1,22,2010,2010,2010
ID_9X295OQ,2010-01-23,2011-01-22,Male,53,2010-01-23,1,Saloon,Black,TOYOTA,Victoria Island,Lagos,Customized Motor,0,2010,1,23,2011,1,22,2010,2010,2010
ID_KFW8OXW,2010-01-23,2011-01-22,Female,40,2010-01-23,1,JEEP,Grey,TOYOTA,Akure,Ondo,Car Classic,0,2010,1,23,2011,1,22,2010,2010,2010
ID_4OPBJ6T,2010-01-23,2011-01-22,Male,20,2010-01-23,2,Saloon,Silver,TOYOTA,Lagos Island,Lagos,Customized Motor,0,2010,1,23,2011,1,22,2010,2010,2010
ID_ULPVESJ,2010-01-23,2011-01-22,Male,60,2010-01-23,1,Saloon,Silver,Lexus,Lagos Island,Lagos,CarSafe,0,2010,1,23,2011,1,22,2010,2010,2010
ID_IW50YIA,2010-01-23,2011-01-22,Male,36,2010-01-23,1,Saloon,Silver,Kia,Lagos Island,Lagos,CarSafe,0,2010,1,23,2011,1,22,2010,2010,2010
ID_XKQ3SUF,2010-01-23,2011-01-22,Female,35,2010-01-23,1,Saloon,Silver,Hyundai,Lagos Island,Lagos,CarSafe,0,2010,1,23,2011,1,22,2010,2010,2010
ID_QECBUSK,2010-01-23,2011-01-22,Male,49,2010-01-23,1,Saloon,Silver,Opel,Lagos Island,Lagos,Car Classic,0,2010,1,23,2011,1,22,2010,2010,2010
ID_IYA1NNH,2010-01-23,2011-01-22,Male,35,2010-01-23,1,Saloon,Red,TOYOTA,Ikorodu,Lagos,Car Classic,1,2010,1,23,2011,1,22,2010,2010,2010
ID_EP2P9DP,2010-01-23,2011-01-22,Male,33,2010-01-23,1,Saloon,Grey,Honda,Ikorodu,Lagos,Car Classic,0,2010,1,23,2011,1,22,2010,2010,2010
ID_HQCVQ7Q,2010-01-23,2011-01-22,Male,41,2010-01-23,1,JEEP,Black,Mercedes,Eti-Osa,Eti-Osa,Car Classic,1,2010,1,23,2011,1,22,2010,2010,2010
ID_7XJEICB,2010-01-23,2011-01-22,Male,53,2010-01-23,1,JEEP,Grey,Mercedes,Victoria Island,Lagos,Customized Motor,0,2010,1,23,2011,1,22,2010,2010,2010
ID_02DJWEN,2010-01-23,2011-01-16,Male,41,2010-01-23,1,Saloon,Silver,TOYOTA,Yaba,Benue,Car Classic,0,2010,1,23,2011,1,16,2010,2010,2010
ID_7V31W3I,2010-01-23,2011-01-22,Male,41,2010-01-23,2,Saloon,Black,Mercedes,Maryland,Lagos,Car Classic,0,2010,1,23,2011,1,22,2010,2010,2010
ID_Y6KOWZC,2010-01-23,2011-01-22,Male,53,2010-01-23,1,Saloon,Black,TOYOTA,Victoria Island,Lagos,Customized Motor,0,2010,1,23,2011,1,22,2010,2010,2010
ID_PV4D720,2010-01-23,2011-01-22,Other,35,2010-01-23,1,Saloon,Green,TOYOTA,Victoria Island,Lagos,Car Classic,1,2010,1,23,2011,1,22,2010,2010,2010
ID_ZGIFUYY,2010-01-23,2011-01-22,Male,52,2010-01-23,1,Saloon,Green,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,1,23,2011,1,22,2010,2010,2010
ID_L3J6CN8,2010-01-23,2011-01-22,Male,32,2010-01-23,1,Saloon,Green,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0,2010,1,23,2011,1,22,2010,2010,2010
ID_OID4IG3,2010-01-23,2011-01-22,Female,69,2010-01-23,1,JEEP,Silver,Hyundai,Lekki,Lagos,Car Classic,0,2010,1,23,2011,1,22,2010,2010,2010
ID_TV5WQ62,2010-01-23,2011-01-22,Male,39,2010-01-23,2,Saloon,Silver,Mercedes,Ikeja,Lagos,CarSafe,0,2010,1,23,2011,1,22,2010,2010,2010
ID_2EOW8OM,2010-01-23,2011-01-22,Other,35,2010-01-23,1,Saloon,Green,TOYOTA,Ikeja,Lagos,Car Classic,1,2010,1,23,2011,1,22,2010,2010,2010
ID_L8DLQ5V,2010-01-23,2011-01-22,Male,40,2010-01-23,1,Saloon,White,.,Victoria Island,Lagos,Motor Cycle,0,2010,1,23,2011,1,22,2010,2010,2010
ID_PWG8WU2,2010-01-23,2011-01-22,Male,39,2010-01-23,2,Saloon,White,Mercedes,Victoria Island,Lagos,CarSafe,0,2010,1,23,2011,1,22,2010,2010,2010
ID_PWT76PX,2010-01-23,2011-01-22,Male,41,2010-01-23,1,JEEP,Black,Mercedes,Eti-Osa,Eti-Osa,Car Classic,0,2010,1,23,2011,1,22,2010,2010,2010
ID_M94UD23,2010-01-23,2011-01-22,Male,50,2010-01-23,1,Saloon,Black,TOYOTA,Eti-Osa,Eti-Osa,CarSafe,0,2010,1,23,2011,1,22,2010,2010,2010
ID_YZBJXHV,2010-01-23,2011-01-22,Male,41,2010-01-23,1,Saloon,Black,Honda,Eti-Osa,Eti-Osa,CarSafe,0,2010,1,23,2011,1,22,2010,2010,2010
ID_PO0OCJ3,2010-01-23,2011-01-12,Female,40,2010-01-23,1,Saloon,Red,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0,2010,1,23,2011,1,12,2010,2010,2010
ID_5UEC91R,2010-01-23,2011-01-22,Female,46,2010-01-23,2,Saloon,Grey,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,1,2010,1,23,2011,1,22,2010,2010,2010
ID_FGAV3TL,2010-01-23,2011-01-22,Male,50,2010-01-23,1,Saloon,Grey,Honda,Eti-Osa,Eti-Osa,CarSafe,0,2010,1,23,2011,1,22,2010,2010,2010
ID_TXN8E2Z,2010-01-23,2011-01-22,Male,20,2010-01-23,2,JEEP,Grey,TOYOTA,Lagos Island,Lagos,Customized Motor,0,2010,1,23,2011,1,22,2010,2010,2010
ID_F88MDW8,2010-01-23,2011-01-22,Male,41,2010-01-23,1,Station 4 Wheel,Silver,TOYOTA,OGUDU,Benue,Car Classic,0,2010,1,23,2011,1,22,2010,2010,2010
ID_6JR6B20,2010-01-23,2011-01-22,Female,34,2010-01-23,1,JEEP,Silver,TOYOTA,OGUDU,Benue,CarSafe,0,2010,1,23,2011,1,22,2010,2010,2010
ID_1HH0HZD,2010-01-23,2011-01-22,Male,46,2010-01-23,1,Saloon,Silver,Nissan,OGUDU,Benue,CarSafe,0,2010,1,23,2011,1,22,2010,2010,2010
ID_E1ENQTW,2010-01-23,2011-01-22,Male,40,2010-01-23,1,Saloon,Silver,Mercedes,OGUDU,Benue,CarSafe,0,2010,1,23,2011,1,22,2010,2010,2010
ID_Q2SKKTC,2010-01-23,2011-01-22,Male,20,2010-01-23,2,JEEP,As Attached,TOYOTA,Lagos Island,Lagos,Customized Motor,0,2010,1,23,2011,1,22,2010,2010,2010
ID_EAYZLBO,2010-01-23,2011-01-22,Male,46,2010-01-23,1,Saloon,Black,Honda,Asokoro District,Abuja,Car Classic,0,2010,1,23,2011,1,22,2010,2010,2010
ID_Q087UQX,2010-01-23,2011-01-22,Male,35,2010-01-23,1,Saloon,Red,TOYOTA,Surulere,Lagos,Car Classic,0,2010,1,23,2011,1,22,2010,2010,2010
ID_OCA2SG2,2010-01-23,2011-01-22,Female,40,2010-01-23,1,Saloon,Red,TOYOTA,Ikeja,Lagos,Car Classic,0,2010,1,23,2011,1,22,2010,2010,2010
ID_H09Z1UF,2010-01-23,2011-01-22,Male,41,2010-01-23,1,Saloon,Red,Mercedes,Ikeja,Lagos,CarSafe,0,2010,1,23,2011,1,22,2010,2010,2010
ID_TM9FD15,2010-01-23,2011-01-22,Male,21,2010-01-23,1,Saloon,Red,TOYOTA,Ikeja,Lagos,CarSafe,0,2010,1,23,2011,1,22,2010,2010,2010
ID_9CTK9M0,2010-01-24,2011-01-23,Male,52,2010-01-24,4,JEEP,Black,Audi,Victoria Island,Lagos,Customized Motor,0,2010,1,24,2011,1,23,2010,2010,2010
ID_RXZWQHD,2010-01-24,2011-01-23,Male,52,2010-01-24,4,JEEP,Black,Lexus,Victoria Island,Lagos,Customized Motor,1,2010,1,24,2011,1,23,2010,2010,2010
ID_EWGBPDY,2010-01-24,2011-01-23,Male,35,2010-01-24,1,Saloon,Black,TOYOTA,Ajah,Lagos,Car Classic,0,2010,1,24,2011,1,23,2010,2010,2010
ID_9BLHBAO,2010-01-24,2011-01-18,Male,31,2010-01-24,1,Saloon,Black,Honda,Ikorodu,Lagos,Car Classic,0,2010,1,24,2011,1,18,2010,2010,2010
ID_EWRIRNG,2010-01-24,2011-01-23,Male,48,2010-01-24,2,Saloon,Black,Hyundai,Ikeja,Lagos,CarSafe,0,2010,1,24,2011,1,23,2010,2010,2010
ID_H4G58ZB,2010-01-24,2011-01-23,Male,31,2010-01-24,1,Saloon,Black,TOYOTA,Ikeja,Lagos,CarSafe,0,2010,1,24,2011,1,23,2010,2010,2010
ID_MRSWTUY,2010-01-24,2011-01-23,Male,52,2010-01-24,4,Saloon,Black,Land Rover,Victoria Island,Lagos,Customized Motor,0,2010,1,24,2011,1,23,2010,2010,2010
ID_R9WZC7M,2010-01-24,2011-01-23,Male,41,2010-01-24,1,Saloon,Black,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,1,24,2011,1,23,2010,2010,2010
ID_R5IYQI5,2010-01-24,2011-01-23,Female,44,2010-01-24,1,Saloon,Black,TOYOTA,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0,2010,1,24,2011,1,23,2010,2010,2010
ID_DKRHU27,2010-01-24,2011-01-23,Male,52,2010-01-24,4,JEEP,Black,Mercedes,Victoria Island,Lagos,Customized Motor,1,2010,1,24,2011,1,23,2010,2010,2010
ID_40W77IB,2010-01-24,2011-01-23,Male,36,2010-01-24,1,Saloon,Black,Honda,Victoria Island,Lagos,Car Plus,0,2010,1,24,2011,1,23,2010,2010,2010
ID_GKZ20LV,2010-01-24,2011-01-23,Male,52,2010-01-24,4,Saloon,Black,Lexus,Victoria Island,Lagos,Customized Motor,0,2010,1,24,2011,1,23,2010,2010,2010
ID_S5H6G56,2010-01-24,2011-01-23,Female,79,2010-01-24,1,Saloon,Grey,Honda,Surulere,Lagos,Car Classic,0,2010,1,24,2011,1,23,2010,2010,2010
ID_8WYWO0A,2010-01-24,2011-01-23,Male,43,2010-01-24,1,Saloon,Grey,TOYOTA,Surulere,Lagos,CarSafe,0,2010,1,24,2011,1,23,2010,2010,2010
ID_WJOVSX6,2010-01-24,2011-01-23,Male,68,2010-01-24,1,Saloon,Grey,TOYOTA,Ikeja,Lagos,CarSafe,0,2010,1,24,2011,1,23,2010,2010,2010
ID_8XR0WII,2010-01-24,2011-01-23,Female,46,2010-01-24,1,Saloon,Grey,Peugeot,Ikeja,Lagos,CarSafe,0,2010,1,24,2011,1,23,2010,2010,2010
ID_8Z2OZWK,2010-01-24,2011-01-23,Female,40,2010-01-24,1,Saloon,Grey,Lexus,Ikeja,Lagos,CarSafe,0,2010,1,24,2011,1,23,2010,2010,2010
ID_LVF0EAU,2010-01-24,2010-12-31,Female,52,2010-01-24,2,Saloon,Grey,Range Rover,Lagos Island,Lagos,Car Classic,0,2010,1,24,2010,12,31,2010,2010,2010
ID_MURNW7M,2010-01-24,2011-01-23,Female,39,2010-01-24,2,JEEP,Grey,TOYOTA,Lagos Island,Lagos,Car Plus,0,2010,1,24,2011,1,23,2010,2010,2010
ID_R1FWI62,2010-01-24,2011-01-23,Male,48,2010-01-24,1,JEEP,Grey,TOYOTA,Oguta,Imo,Customized Motor,0,2010,1,24,2011,1,23,2010,2010,2010
ID_J9TBYLP,2010-01-24,2011-01-23,Male,52,2010-01-24,4,JEEP,Grey,Range Rover,Victoria Island,Lagos,Customized Motor,1,2010,1,24,2011,1,23,2010,2010,2010
ID_1NXFIVB,2010-01-24,2011-01-23,Female,32,2010-01-24,1,Saloon,Grey,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,1,24,2011,1,23,2010,2010,2010
ID_48C5YEJ,2010-01-24,2011-01-23,Male,48,2010-01-24,1,Saloon,Grey,TOYOTA,Lagos Island,Lagos,CarSafe,0,2010,1,24,2011,1,23,2010,2010,2010
ID_1NZZEZS,2010-01-24,2010-12-31,Female,52,2010-01-24,2,JEEP,Black,Lexus,Lagos Island,Lagos,Car Classic,0,2010,1,24,2010,12,31,2010,2010,2010
ID_RSBF811,2010-01-24,2011-01-06,Male,50,2010-01-24,1,JEEP,Black,Kia,Victoria Island,Lagos,Car Classic,0,2010,1,24,2011,1,6,2010,2010,2010
ID_7J87ZCE,2010-01-24,2011-01-23,Male,67,2010-01-24,1,Saloon,Black,Lexus,Victoria Island,Lagos,CarSafe,0,2010,1,24,2011,1,23,2010,2010,2010
